DC_Real_Property_ID,Address_of_Record,Owner_of_Record,Ward,Year,Property_Name,Address_1,Postal_Code,Primary_Property_Type,Year_Built,_Reported_Building_Gross_Floor_Area_ft_,Site_EUI_kBtu/ft,Weather_Normalized_Source_EUI_kBtu/ft,ENERGY_STAR_Score,Total_GHG_Emissions_MtCO2e,Electricity_Use_-_Grid_Purchase_and_Onsite_kWh,Natural_Gas_Use_therms
4863050,770 5TH STREET NW,AVALON @ GALLERY PL CONDOM,2,2012,770 5th Street NW,770 5th Street NW,20226,Multifamily Housing,1900,"212,029",Not Available,Not Available,0.00,0.00,,
4880843,0500 5TH ST,NAS TITLE HOLDING LLC,2,2012,Keck Center,500 Fifith Street NW,20001,Office,2002,"373,035",73.2,Not Available,0.00,3459.60,8006778,
4890021,0450 5TH ST NW,JUDICIARY PLAZA LLC,2,2012,Liberty Square,"450 5th Street, NW",20001,Office,1982,"543,682",58.5,195.3,88.00,4502.37,9318430.8,
4940032,0400 VIRGINIA AV SW,400 VIRGINIA AVENUE LLC,6,2012,400 Virginia Avenue,400 Virginia Avenue SW,20024,Office,1986,"252,289",44.5,148.2,94.00,1588.80,3288299.3,
4950107,0500 E ST SW,SCHOOL STREET ASSOCIATES,6,2012,"500 E Street, SW","500 E Street, SW",20024,Office,1987,"280,118",70.6,226.7,87.00,2799.31,5793645.5,
"0499-0061, 0499-0856*",,,3,2012,The View at Waterfront,"1100 6th Street, SW",20024,Multifamily Housing,1960,"176,640",95.3,181.3,0.00,1473.99,1917439.7,102921.7
5020184,0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,6,2012,"Tiber Island Cooperative Homes, Inc.",429 N Street SW,20024,Multifamily Housing,1965,"315,832",65.6,144.3,0.00,1863.20,3040575,103524.101
5030116,0500 - 1301 N ST SW,HARBOUR SQUARE OWNERS INC,6,2012,Harbour Square,"500 N Street, SW",20024,Multifamily Housing,1966,"706,408",78.8,139.9,0.00,4682.16,5707398.3,361752.8
5150157,0401 K ST NW,PARCEL ONE PHASE ONE ASSOCIATES,6,2012,Parcel One Phase One Associates,"401 K Street, NW",20001,Multifamily Housing,1980,"239,622",Not Available,Not Available,0.00,0.00,,
5152898,0475 K ST NW,THE K @ CITY VISTA CONDO,6,2012,The K @ City Vista,475 K ST NW,20001,Multifamily Housing,2008,"324,296",27.4,48.3,0.00,670.80,791622.3,61946.676
5160057,0425 I ST NW,425 EYE STREET NW LP,6,2012,425 EYE,"425 I St.,NW",20001,Office,1973,"405,822",40.3,127.1,99.00,2316.21,4793790,
"0516S0036, 0516S0862",425 MASSACHUSETTS AV,EQR-425 MASSACHUSETTS LLC,6,2012,425 Mass,425 Massachusetts Ave NW,20001,Multifamily Housing,2009,"605,405",47.7,105.8,0.00,2917.77,4580689.6,132429
0516S0861,455 MASSACHUSETTS AV,SQUARE 516S OFFICE VENTURE LLC,6,2012,455 Mass. Avenue,455 Massachusetts Ave.,20001,Office,2008,"259,723",Not Available,Not Available,0.00,0.00,,
0516S0861,455 MASSACHUSETTS AV,SQUARE 516S OFFICE VENTURE LLC,6,2012,455 Mass Ave,455 Massachusetts Ave NW,20001,Office,2008,"247,330",70.8,226.5,82.00,2478.34,5129351.6,
5173053,450 MASSACHUSETTS AVENUE NW,MERIDAN ON MASS AV CONDO,2,2012,450 Massachusetts Avenue NW,450 Massachusetts Avenue NW,20001,Multifamily Housing,1900,"409,410",Not Available,Not Available,0.00,0.00,,
5173063,0400 MASSACHUSETTS AVE NW,400 MASS AVE CONDOMINIUMS,2,2012,400 Massachsetts Ave Condominium,400 Massachusetts Ave NW,200163300,Multifamily Housing,2004,"249,965",Not Available,Not Available,0.00,0.00,,
0529 0851*,,,8,2012,Mass Court,"300 Massachsetts Avenue, NW",20894,Multifamily Housing,2004,"368,297",63.8,193.7,0.00,3032.03,5910536,33127.9
5370810,425 3RD ST,SQUARE 537 ASSOCIATES LP,6,2012,Capitol View,"425 3rd Street, SW",20024,Office,2007,"252,361",72.2,227.3,76.00,2291.30,5276885,2119.618
5370811,0410 4TH ST,RIGGS BANK TRUSTEE,6,2012,Patriots Plaza I - 2061,395 E Street S.W.,20024,Office,2005,"279,704",82.1,283.6,81.00,10628.55,6726515.8,
5370812,375 E ST,RIGGS BANK N.A. TRUSTEE,6,2012,Patriots Plaza II - 2261,"375 E Street, SW",20024,Office,2009,"321,502",80.4,268.6,70.00,3661.42,7577945,
5370813,355 E ST,RIGGS BANK N.A. TRUSTEE,6,2012,Patriots Plaza III - 2262,"355 E Street, SW",20024,Office,2009,"379,613",58.9,194,84.00,3166.49,6553590,
5380873,250 E ST,WELLS REIT/INDEPENDENCE SQARE LLC,6,2012,One Independence Square,250 E. Street SW,20024,Office,1991,"378,045",72,254.4,80.00,3856.12,7980902.8,
5380874,0300 E ST SW,WELLS REIT/INDEPENDENCE SQUARE LLC,6,2012,Two Independence Square-NASA,300 E St SW,20024,Office,1991,"659,030",81.6,251,75.00,7555.79,15568743.7,6290.7
"05400109, 05400118",0201 I ST SW,CAPITAL PARK APARTMENTS LTD PRTNSHP,6,2012,Capital Park Plaza,201 I St SW,20024,Multifamily Housing,1965,"546,234",77.3,152.5,0.00,3753.97,5000292,251501
5400110,0301 G ST SW,CAPITOL PARK APARTMENTS LIMITED PARTNERSHIP,6,2012,Capitol Park Towers,"301 G. Street, SW",20024,Multifamily Housing,1962,"317,593",79.5,150.4,0.00,2188.01,2802400,156762
5402279,0030 G ST SW,CAPITOL PARK I CONDO,6,2012,Capitol Park IV,30 G Street SW,20024,Multifamily Housing,1973,"538,849",8,,0.00,543.30,1257339,
5402838,0800 4TH ST SW,POTOMAC PLACE TOWER,6,2012,Potomac Place Tower,800 4th Street SW,20024,Multifamily Housing,1958,"324,756",36.7,120,0.00,1461.10,3303565,6353
5420827,1101 4TH ST,USGBF WATERFRONT STATION LLC,6,2012,1101 4th Street SW at Waterfront Station II,1101 4th Street SW,20024,Office,2010,"313,660",74.1,224.3,80.00,0.00,6444047,
5420870,1100 4TH ST,USGBF WATERFRONT STATION LLC,6,2012,1100 4th Street at Waterfront Station l,1100 4th Street SW,20024,Office,2010,"357,076",89.1,257.3,78.00,3735.10,8156570,39727.745
5630016,0111 MASSACHUSETTS AV NW,JEMAL'S DARTH VADER LLC,6,2012,"Jemal's Darth Vader, LLC","111 Massachusetts Ave, NW",20001,Office,1983,"310,129",80,267.1,51.00,3512.19,7269077,
5650020,0111 G ST NW,GEORGETOWN UNIVERSITY,6,2012,Edward Bennett Williams Library,111 G Street,20001,College/University,1989,"150,176",68.8,229.8,0.00,1463.43,3028814,
5680043,0501 3RD ST NW,COMMUNICATIONS WORKERS OF AMERICA,2,2012,Communications  Workers of America Building,"501 Third Street, N.W.",20001,Office,1991,"217,705",89.9,300.1,42.00,2770.18,5733367.9,
5690864,550 1ST ST,GEORGETOWN UNIVERSITY,6,2012,Hotung International Building/Sport & Fitness Center,550 1st Street NW,20001,College/University,2004,"194,140",103.6,271.3,0.00,2247.99,3906000,67807
5690865,0120 F ST NW,GEORGETOWN UNIVERSITY,6,2012,Gewirz Residence Building,120 F St.,20001,College/University,1993,"225,264",52.8,132.7,63.00,1357.64,2402016,37040.9
5740025,0101 CONSTITUTION AV NW,UNITED BROTHERHD CRPT JNR AM NATL H S FD,6,2012,101 Constitution,"101 Constitution Avenue, NW",20001,Office,2002,"528,711",73.3,230.2,76.00,4909.00,11361100,
6130010,2100 2ND ST SW,"2100 2ND ST HOLDINGS, LLC",6,2012,U.S. Coast Guard,2100 2nd Street SW,20593,Office,1973,"587,776",64.5,229.1,88.00,5365.92,11105687,
6220089,0800 NORTH CAPITOL ST NW,WEH CAPTIOL LLC,6,2012,800 N CAPITOL,"800 N CAPITOL STREET, NW",20004,Office,1989,"322,538",66.8,209.3,81.00,2456.57,6316720.5,
6250060,0001 MASSACHUSETTS AV NW,NATIONAL GUARD ASSOCIATION OF THE UNITED STATES INC,6,2012,National Guard Memorial Building,"1 Massachusetts Avenue, NW",20001,Office,1991,"195,276",64.3,224.3,80.00,1777.08,3677968.4,
6250061,0025 MASSACHUSETTS AV,25 MASSACHUSETTS AVE PROPERTY LLC,6,2012,Republic Square - 25 Mass Ave,"25 Massachusetts Ave, NW",20001,Office,2006,"385,816",53.9,180.2,82.00,2947.02,6099357.7,
6260078,0020 - 0011 MASSACHUSETTS AV NW,GOVERNMENT PROPERTIES INCOME TRUST LLC,6,2012,20 Massachusetts Avenue,20 Massachusetts Avenue NW,20001,Office,1973,"343,324",63.9,188.5,86.00,2626.90,5830448,20280.999
6260079,601 NEW JERSEY AV,601 NEW JERSEY AVE LLC,6,2012,601 New Jersey Avenue,601 New Jersey Avenue,20001,Office,2001,"275,102",56.7,189.5,92.00,2209.75,4573465.2,
6280893,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,2012,Washington Court Hotel on Capitol Hill,525 New Jersey Avenue NW,20001,Hotel,1983,"275,396",84.6,Not Available,55.00,2284.60,4176367,90464.623
6280901,0020 F ST,AMERICAN COLLEGE OF SURGEONS,6,2012,20 F Street,20 F St NW,20001,Office,2009,"178,146",50.1,157.4,80.00,1131.10,2617659,
6300071,0400 NORTH CAPITOL ST NW,JAMES J HAYES,6,2012,Hall of the States,"400/444 North Capitol Street, NW",20001,Office,1975,"606,193",60.6,190.4,84.00,4655.50,10774470,
6310809,0051 LOUISIANA AV,51 LINCOLN LLC,6,2012,51 Louisiana Ave. NW,51 Louisiana Ave. NW,20001,Office,1990,"205,580",131,411.4,34.00,3410.70,7893509,
6400069,0499 SOUTH CAPITOL ST SW,MARFAIR JOINT VENTURE,6,2012,Fairchild Building,499 S Capitol St SW,20003,Office,1981,"221,313",118.1,301.6,55.00,2961.60,5716417,
6660015,1900 HALF ST SW,JEMAL'S LAZRIV WATER LLC,6,2012,"Jemal's Lazriv, LLC","1900 Half Street, SW",20003,Office,1975,"500,203",63.7,215.2,72.00,4500.06,9296349,1570
6690854,64 NEW YORK AV,BREOF 64 NEW YORK AVE REO LLC,5,2012,64 New York Avenue,"64 New York Avenue, NE",20002,Office,2000,"379,149",40.2,132.6,0.00,2132.65,4383494.8,2760.3
067-0062*,,,8,2012,McDonough Hall,"600 New Jersey Avenue, NW",20001,College/University,1971,"339,174",75.1,198.6,,3085.16,5737848,58799
6720849,1200 FIRST ST NE,VEF-VN Capitol Plaza I LLC,6,2012,125310 - Capitol Plaza I,1200 1st Street NE,20002,Office,2007,"303,703",57.9,193.5,91.00,2482.56,5127979.4,918.3
0674-0853*,,,8,2012,Sentinel Square I,90 K Street NE,20002,Office,2010,"435,400",35,116.9,,2157.63,4465584.2,
0675-0853*,,,8,2012,999 North Capitol Street NE,999 North  Capitol Street NE,20002,Office,1973,"317,845",41.5,138.5,93.00,1866.01,3858302.5,337.6
0675-0855*,,,8,2012,899 North Capitol,899 North Capitol Street,20002,Office,1973,"314,858",49.8,172.1,82.00,2218.16,4588086.3,251.4
6750832,77 K ST,77 K STREET TOWER LLC,6,2012,77K Street Towers,77k Street NE suite 100,20002,Office,2008,"345,405",51.6,174.7,93.00,2484.98,5097079.2,4178.6
6750841,0810 1ST ST NE,DC FIRST STREET CORP,6,2012,Union Center Plaza,810 First Street NE,20002,Office,1987,"193,574",70.7,241.8,75.00,1939.12,4013349.7,
6750847,830 1ST ST,CIM URBAN REIT PROPERTIES VI LP,6,2012,"830 First Street, NE","830 First Street, NE",20004,Office,2001,"252,992",77.5,267,76.00,2233.49,5743091.3,
6750850,840 1ST ST,FP 840 FIRST STREET LLC,6,2012,840 First Street NE,840 1st Street NE,20002,Office,2003,"275,617",74.6,221.5,78.00,2464.50,5469668,19046.119
6770142,0777 NORTH CAPITOL ST NE,CENTER PUBLIC ADMINISTRATION,6,2012,Center for Public Administration and Service,777 North Capitol St. NE,20002,Office,1989,"229,832",112.9,377,71.00,3673.47,7602872.8,
0692-0819*,,,8,2012,300 New Jersey,300 New Jersey NW,20001,Office,2009,"251,302",93.6,293.9,57.00,2979.10,6894650,
6970045,1015 HALF ST,HALF STREET SE LLC,6,2012,Half Street,1015 Half St. SE,20003,Office,2010,"429,474",Not Available,Not Available,0.00,0.00,,
6980032,0020 M ST,SOUTHEAST REALTY LLC,6,2012,20 M,20 M Street S.E.,20036,Office,2006,"208,249",71.1,237.6,69.00,2097.85,4341851.8,
6990028,80 M ST,WELLS REIT II 80 M STREET LLC,6,2012,80 M Street SE,"80 M Street , SE",20003,Office,2001,"319,955",55.9,178,92.00,2418.12,4859527.7,13186.8
7.1E+16,1325 2ND ST,DC CY OWNER LLC,6,2012,311dy-Courtyard US Capital,1325 2nd Street NE,20002,Hotel,2009,"159,857",73.5,205.6,1.00,1473.39,2812300,21537
"0711 0815, 0711 7001, 0711 7003, 0711 7005, 0711 7010, 0711 7013, 0711 7016, 0711 7019*",,,8,2012,One Constitution Square,"1275 First Street, NE",20002,Office,2010,"340,445",47.6,159,,2294.38,4748613.3,
7120111,0131 M ST,UNION STATION ASSOCIATES LTD,6,2012,One NoMa Station,"131 M St., N.E.",20002,Office,1937,"436,178",65.2,218.5,78.00,3966.75,8136829,6633
7200824,0100 F ST,SECOND ST HOLDING LLC,6,2012,Station Place I,"100 F Street, NE",20002,Office,2005,"802,199",61.6,205.7,87.00,6997.16,14481816.2,
7200825,600 2ND ST,600 SECOND ST HOLDINGS LLC,6,2012,Station Place II,600 Second Street NE,20002,Office,2005,"381,401",60.2,201,86.00,3250.33,6727124.2,
7200826,700 2ND ST,SEVEN HUNDRED 2ND STREET HOLDINGS LLC,6,2012,Station Place III,700 Second Street NE,20002,Office,2009,"521,726",106.2,354.8,58.00,7847.97,16242717.4,
7410816,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6,2012,Capitol Hill Tower Housing Cooperative,"1000 New Jersey Ave, SE",20003,Multifamily Housing,2006,"425,000",11.2,35.1,0.00,637.16,1269633.5,4457.7
7420039,1100 NEW JERSEY AV,SQUARE 742 LLC,6,2012,Federal Gateway 1,"1100 New Jersey Ave., SE",20003,Office,2003,"303,458",70.6,223.4,93.00,2993.44,6147411.2,4362.4
0743N0077,100 M ST,SQUARE 743 INC,6,2012,100 M Street,100 M Street SE,20003,Office,2008,"241,662",47.1,133.7,90.00,1612.02,3336352.1,
7512930,201 I STREET NE,SENATE SQUARE TOWERS,6,2012,Senate Square,201 I St. NE,20002,Multifamily Housing,2008,"548,941",Not Available,Not Available,0.00,0.00,,
7700809,1200 NEW JERSEY AV,JBG/FEDERAL CENTER LLC,6,2012,USDOT Building,"1200 New Jersey Ave, SE",20590,Office,2007,"1,578,431",68.9,194.2,96.00,13531.36,25642189,205742.6
8000029,0300 M ST SE,FEDERAL CENTER LP,6,2012,300 M Street SE,300 M Street SE,20003,Office,2001,"303,710",59.4,186.5,77.00,2284.60,5287480,
10452860,1391 PENNSYLVANIA AVE SE,JENKINS ROW CONDOMINIUM,6,2012,Jenkins Row Condominium,1391 Pennsylvania Ave SE,20003,Multifamily Housing,2007,"220,808",13,Not Available,0.00,362.60,839089.9,
11730820,3000 K ST NW Unit: 500,RP MRP WASHINGTON HARBOUR LLC,2,2012,Washington Harbour,3000-3050 K Street,20007,Office,1985,"666,283",96.7,319.6,49.00,9036.26,18589104.4,10262.1
11880118,1010 - 1014 WISCONSIN AV NW,WATERFRONT CENTER LP,2,2012,Waterfront,1010-1014 Wisconsin Ave NW,20007,Office,1975,"214,141",79.4,246.4,59.00,2131.00,4896114,2928
11900078,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2,2012,1000 Thomas Jefferson Street NW,1000 Thomas Jefferson Street NW,20007,Office,1980,"154,807",98,303.6,45.00,1921.00,4445803,
11900842,1050 THOMAS JEFFERSON ST NW,KIRSTEIN GERWIRZ AND ABEL,2,2012,1050 Thomas Jefferson Street NW,1050 Thomas Jefferson Street NW,20007,Office,1981,"206,542",81.4,255.5,60.00,2128.40,4925920,
11910071,1055 THOMAS JEFFERSON ST NW,THE FOUNDRY GEORGETOWN LLC,2,2012,Foundry Building,1055 Thomas Jefferson St NW,20007,Office,1973,"226,537",60.1,188.7,75.00,1724.40,3990909,
11950030,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,2012,"Four Seasons Washington, DC",2800 Pennsylvania Avenue NW,20007,Hotel,1976,"459,534",126,281.6,22.00,5431.10,9392022,258679.472
12220062,3515 PROSPECT ST NW,GEORGETOWN UNIVERSITY,2,2012,Preclinical Science & Basic Science Building (Medical Center),"3900 Reservoir Road, N.W.",20057,Office,1972,"274,755",208.6,459.5,0.00,6018.86,6995649,
12220062,3515 PROSPECT ST NW,GEORGETOWN UNIVERSITY,2,2012,New Research Building (Medical Center),"3800 Reservoir Road, N.W.",20007,Office,1972,"194,942",524.4,1044.7,1.00,10137.81,9677127,
12220062,3515 PROSPECT ST NW,GEORGETOWN UNIVERSITY,2,2012,Med-Dent (Medical Center),"3900 Reservoir Road, NW",20057,Office,1930,"150,161",288.2,556,0.00,4213.90,3734773.9,
,2500 Q ST NW,GATEWAY GEORGETOWN CONDO,2,2012,Gateway Georgetown,2500 Q St NW,20007,Multifamily Housing,1941,"244,000",70.2,127.2,0.00,1474.80,1868345.2,107533.2
12991006,2233 WISCONSIN AV NW,FRANK H HENNEBURG,3,2012,Georgetown Plaza (DDOE),2233 Wisconsin Avenue NW,20007,Office,1964,"158,133",52.2,152.1,89.00,1087.35,2148562.5,9254.9
12991026,2121 WISCONSIN AV NW,JBG 2121 WISCONSIN LLC,3,2012,"JBG/2121 Wisconsin, L.L.C.","2121 Wisconsin Avenue, NW",20007,Office,1960,"183,000",Not Available,Not Available,0.00,0.00,,
12991026,2121 WISCONSIN AV NW,JBG 2121 WISCONSIN LLC,3,2012,"JBG/2121 Wisconsin, L.L.C.",2121 Wisconsin Avenue,20007,Office,1905,"183,000",40,136.3,91.00,1003.44,2035635,3737
12991027,2115 WISCONSIN AV NW,JBG 2115 WISCONSIN LLC,3,2012,"JBG/2115 Wisconsin, L.L.C.","2115 Wisconsin Avenue, NW",20007,Office,1988,"208,052",Not Available,Not Available,0.00,0.00,,
12991027,2115 WISCONSIN AV NW,JBG 2115 WISCONSIN LLC,3,2012,"JBG/2115 Wisconsin, L.L.C.",2115 Wisconsin Avenue,20007,Office,1905,"208,052",71.4,238.6,67.00,2104.93,4356509,
12991059,2111 WISCONSIN AVE NW,THE OBSERVATORY OF GEORGETOWN,3,2012,The Observatory of Georgetown,2111 Wisconsin Ave NW,20007,Multifamily Housing,1988,"157,749",36.4,92.5,0.00,628.45,1070565,20900.3
13000532,2500 WISCONSIN AV NW,CARILLON HOUSE LP,3,2012,Carillon House,"2500 Wisconsin Avenue, NW",20007,Multifamily Housing,1954,"330,646",67,130.2,0.00,1843.30,2660344,130734.234
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,2012,Southwest Quadrangle,"37th and O St., NW",20007,College/University,2003,"987,943",26.3,81,89.00,3493.02,6756021,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,2012,Leavey Center,"3800 Reservoir Road, N.W.",20057,Hotel,1988,"260,566",193.2,401.4,0.00,5117.48,5355960.6,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,2012,Intercultural Center,"37th and O St., NW",20007,Office,1983,"224,578",83.6,206.1,0.00,2139.20,3071563.2,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,2012,Village C,"37th and O St., NW",20007,College/University,1986,"210,032",69.2,149.7,72.00,1507.65,1687931,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,2012,Lauinger Library,"37th and O St., NW",20007,Office,1970,"203,238",162.3,322.2,0.00,3311.74,3318440.2,
13210827,3800 RESERVOIR RD,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,2012,Rafik Hariri,"37th and O St., NW",20007,Office,2009,"199,372",81.8,187.6,0.00,1760.59,2212790,
14990806,4801 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,2012,Washington College of Law,4801 Massachusetts Ave. NW,20016,College/University,1984,"195,000",75.2,251.2,0.00,2076.67,4298020.4,
16000001,4400 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,2012,American University Main Campus,4400 Massachusetts Ave NW,20016,Office,1896,"1,846,932",108,224.1,,20015.25,31244948,927908
16012423,4201 CATHEDRAL AVE NW,THE TOWERS CONDO,3,2012,The Towers Condominium,4201 Cathedral Avenue NW,20016,Multifamily Housing,1958,"987,343",47.2,83.4,0.00,4131.90,5485612,278463
16012461,4100 MASSACHUSETTS AVENUE NW,CondoMain 2461,3,2012,4100 Massachusetts Avenue NW,4100 Massachusetts Avenue NW,20016,Multifamily Housing,1900,"298,345",40.8,95.3,0.00,1233.20,1943178,55323
16590001,5225 WISCONSIN AV NW,C L NORRIS TRUSTEES & J S NORRIS TRUSTEES,3,2012,5225 Wisconsin Ave,5225 Wisconsin Ave NW,20015,Office,1971,"193,158",50.9,164.6,92.00,1244.70,2880668,
16610813,5335 WISCONSIN AV NW,CLPF-CC PAVILION LP,3,2012,16610813_Chevy Chase Pavilion,"5335 Wisconsin Avenue, NW",22015,Office,1990,"304,549",81.2,248.1,78.00,3695.82,7244504,
16610817,5301 WISCONSIN AV NW,5301 WISCONSIN AVENUE ASSOCIATES,3,2012,Chevy Chase Plaza,"5301 Wisconsin Avenue, NW",20015,Office,1989,"171,202",91.9,307.1,48.00,2229.07,4613439.2,
16633127,4301 MILITARY RD NW,CHASE POINT CONDO,3,2012,Chase Point Condominium,4301 Military Road NW,20015,Multifamily Housing,2006,"185,670",Not Available,Not Available,0.00,0.00,,
16992425,4200 CATHEDRAL AVE NW,4200 CATHEDRAL CONDO,3,2012,4200 Cathedral Avenue,"4200 Cathedral Avenue, NW",20016,Multifamily Housing,1956,"166,906",Not Available,Not Available,0.00,0.00,,
17092430,4000 TUNLAW RD NW,4000 TUNLAW RD CONDO,3,2012,4000 Tunlaw Condo,"4000 Tunlaw Rd, NW",20007,Multifamily Housing,1960,"227,228",70.3,132.7,0.00,1372.52,1730861.1,100793.9
17170804,4201 MASSACHUSETTS AV,BERKSHIRE APARTMENTS LLC,3,2012,The Berkshire,4201 Massachusetts Ave NW,20016,Multifamily Housing,1952,"706,306",Not Available,Not Available,0.00,0.00,,
17171064,4301 MASSACHUSETTS AVE NW,THE GREENBRIER CONDOMINIUM,3,2012,Greenbriar Condominium,"4301 Massachusetts Avenue, NW",20016,Multifamily Housing,1952,"211,159",57.9,117.5,0.00,1067.77,1382202,75175.3
17303074,4101 ALBEMARLE ST NW,CITYLINE AT TENLEY RES CONDO,3,2012,Cityline at Tenley,4101 Albermarle ST NW,20016,Multifamily Housing,2003,"323,671",Not Available,Not Available,0.00,0.00,1447959,
"17981066, 18221066, 18231066",0191 39TH ST NW,MCLEAN GARDENS,3,2012,McLean Gardens,0191 39th St NW,20016,Multifamily Housing,1980,"955,548",17.4,42.4,0.00,1820.10,3105432,60086
18020024,4000 MASSACHUSETTS AV NW,EDWARD H KAPLAN,3,2012,4000 Mass,4000 Massachusetts Avenue,20016,Multifamily Housing,1961,"569,467",59.8,119.4,0.00,3080.04,4208652.6,196720.1
18020823,4101 CATHEDRAL AV NW,2058 PARTNERSHIP LP,3,2012,"Cathedral Avenue Cooperative, Inc.","4101 Cathedral AVenue, NW",20016,Multifamily Housing,1961,"195,417",139.3,212.3,0.00,1953.95,1676993,214978
18050802,3900 WATSON PL NW,3900 WATSON PLACE NW INC,3,2012,3900 Watson Place,"3900 Watson Place, NW",20016,Multifamily Housing,1960,"262,800",48.8,95.9,0.00,1159.49,1580919.4,74369.1
18051067,4100 CATHEDRAL AVE NW,CATHEDRAL WEST CONDOMINIUM,3,2012,Cathedral West Condominium,4100 Cathedral Ave. N.W.,20016,Multifamily Housing,1965,"230,360",64.2,116.2,0.00,1157.60,1486183,97105.186
18051068,2801 NEW MEXICO AVE,THE COLONNADE CONDOMINIUM,3,2012,The Colonnade Condominium,"2801 N Mexico Ave, NW",20007,Multifamily Housing,1964,"425,000",87.2,181.1,0.00,3311.13,4443953.1,218787.4
1807-0043*,,,8,2012,3903 Davis Place NW,3903 Davis Place NW,20007,Multifamily Housing,1900,"157,558",72.8,124.6,0.00,909.09,989414,81022
"18191658, 18211657",3401 - 3420 38TH ST NW,VILLAGE TOWER @ MCLEAN GARDENS,3,2012,VILLAGE TOWER @ MCLEAN GARDENS,3401 -3420 38TH ST NW,20016,Multifamily Housing,1990,"216,341",35.9,77.9,0.00,712.20,1196443,36776.699
18230009,4000 WISCONSIN AV NW,JAN K EVANS KING TRUSTEE,3,2012,4000 Wisconsin Avenue,"4000 Wisconsin Avenue, NW",20016,Office,1987,"481,193",142.1,474.6,48.00,9682.86,20040334.3,
18250816,3901 - 3827 WISCONSIN AV NW,SIDWELL FRIENDS SCHOOL,3,2012,SFS - Middle School,3825 Wisconsin Ave.,20016,College/University,2003,"205,586",60,133.2,68.00,1158.20,2014551,54640.011
18250818,3720 UPTON ST NW,WASHINGTON HOME INCURABLES & UNITED STATES OF AMERICA,3,2012,The Washington Home and Community Hospices,3720 Upton St NW,20016,Office,1988,"157,000",372.4,571.5,0.00,4146.10,4156313,442827.298
18573004,5410 CONNECTICUT AVE NW,THE GARFIELD CONDO,3,2012,The Garfield,"5410 Connecticut Avenue, NW",20015,Multifamily Housing,1957,"166,415",55.1,107.3,0.00,818.93,1096360.7,54360.5
18690825,5415 CONNECTICUT AV NW,WRIT KENMORE LLC,3,2012,The Kenmore,"5415 Connecticut Ave, NW",200152765,Multifamily Housing,1948,"264,366",91.1,168.9,0.00,2076.73,2636442.9,150917.7
19290014,3700 MASSACHUSETTS AV NW,SMITH PROPERTY HOLDINGS ALBAN TOWERS LLC,3,2012,Alban Towers,3700 Massachusetts Av NW,20016,Multifamily Housing,1934,"345,169",60.8,125.8,0.00,1944.33,2747044.5,115986.4
19720001,4500 CONNECTICUT AV NW,CONNECTICUT HOUSE ASSOCIATES,3,2012,The Connecticut House,4500 Connecticut Ave NW,20008,Multifamily Housing,1968,"192,638",50.9,90.2,0.00,794.78,906934.8,67025.4
19730804,4530 CONNECTICUT AV NW,NATIONAL SAVINGS & TRUST COMPANY TRUSTEES,3,2012,The Clarence House,4530 Connecticut Av NW,20008,Multifamily Housing,1964,"168,367",50.2,94.3,0.00,730.28,931479,52672
19773012,4600 CONNECTICUT AVE NW,4600 CONNECTICUT AVE CONDO,3,2012,4600 Connecticut Avenue Condominium,4600 Connecticut Avenue NW,20008,Multifamily Housing,1957,"299,840",21.7,67.7,0.00,918.72,1900455.6,90.7
19783013,4740 CONNECTICUT AVE NW,THE ESSEX CONDO,3,2012,The Essex Condo,4740 Connecticut Ave NW,20008,Multifamily Housing,1956,"170,143",79.1,150.4,0.00,1088.40,1491552,83641.657
19810012,4817 - 4831 36TH ST NW,DAVENPORT HOUSE ASSOCIATES LTP,3,2012,Archstone Connecticut Heights,4850 Connecticut Av NW,20008,Multifamily Housing,1974,"250,128",110.5,194.7,0.00,2165.31,2304605.8,197705.3
20350004,4849 CONNECTICUT AV NW,"TMG ELLICOTT, LP",3,2012,Ellicott House,4849 Connecticut Ave NW,20008,Multifamily Housing,1972,"206,304",Not Available,Not Available,0.00,0.00,,
20390001,4545 CONNECTICUT AV NW,BRANDYWINE APARTMENTS OF MARYLAND LLC,3,2012,The Brandywine Apartments,"4545 Connecticut Ave, NW",20008,Multifamily Housing,1954,"347,040",66.5,130.3,0.00,2074.93,2806850,135103.1
